20260412-154508,kvm2_jarvis_env_bundle,oracle-test,b4f3d3f5fcee5eddca2509c09eaee277b648ec9c9308f98ce9ac4c891c4640d6
20260412-154512,oracle_prod_runtime_bundle,oracle-test,7d156e4fe33017b705cd4a31a6c3b662acc9406ee576b8c93381f26fb2376aa0
